name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
I'm Your Man,And Nothing Hurt,Spiritualized,5FRWe0PkPj4CQ4fvibzTEh,2018-09-07,32,268655,0.429,0.475,0.356,0.481,0.125,0.0965,-7.615,0.0282,139.915,0,3,Sad
I've Been Fine,LoveLaws,TT,0KyPBZ6PAxzpcAobqxhaHu,2018-05-18,23,241079,0.548,0.13,0.569,0.00134,0.0584,0.265,-6.215,0.039,75.082,11,4,Sad
ID8,ID8,Dimitri Vangelis & Wyman,2jxfHzOYVLmGKejNRHvqoc,2020-03-06,51,197183,0.576,0.0198,0.948,0.000123,0.683,0.193,-4.251,0.0898,128.029,9,3,Happy
IDK You Yet,IDK You Yet,Alexander 23,47EWMOElkkbMp5m9SBkx7d,2020-04-09,50,184638,0.629,0.884,0.306,0.0776,0.124,0.191,-11.735,0.0424,76.994,1,1,Sad
If The World Was Ending,If The World Was Ending,JP Saxe,6dTBKBqIN4324sThIkZpMj,2019-10-17,63,208687,0.378,0.863,0.47,0,0.0954,0.602,-10.095,0.197,75.955,1,4,Sad
if this is the last time,if this is the last time,LANY,2ccNaerby1wXA993dY6XsR,2020-07-01,8,203842,0.565,0.0175,0.586,0,0.204,0.43,-7.726,0.0363,147.986,11,4,Sad
If We're Being Honest,If We're Being Honest,Novo Amor,6CfAtjogau9v9kmtZVrNG8,2020-09-03,55,235053,0.498,0.888,0.432,0.617,0.136,0.126,-7.297,0.0296,132.928,3,4,Sad
If You Believe,Unification,Yonder Dale,0QurRfrHz1RGbdPpTx7lLV,2020-05-22,37,183428,0.575,0.937,0.202,0.441,0.103,0.142,-18.544,0.0444,139.943,8,4,Calm
If You Think It's Love,Cheap Queen,King Princess,3iiL6merNpFNX1bny9sfvM,2019-10-25,57,203946,0.432,0.807,0.34,0,0.0864,0.449,-7.977,0.0824,135.172,5,4,Sad
Images,Images,DeLange,4sqIHHGPprOZNdW5zMx36p,2020-06-05,42,163666,0.387,0.993,0.00579,0.929,0.136,0.137,-21.823,0.0439,111.991,7,4,Calm
In A Future Age,Together At Last,Jeff Tweedy,4XSY7g1qYadLUQ7ajBZRvN,2017-06-23,0,172493,0.553,0.899,0.105,0.0183,0.0982,0.142,-16.209,0.041,126.064,2,4,Calm
In This Moment,In This Moment,Lucas Delphy,7FORBAxm1qwuwbYo7Rtz42,2019-05-27,51,158666,0.479,0.771,0.221,0.856,0.101,0.089,-19.689,0.0325,115.965,6,4,Calm
Indigo,Indigo,LEFT.,2qoKkOBw3dAd8AlITOQ2Ca,2019-03-08,49,196589,0.503,0.488,0.504,1.59E-06,0.122,0.67,-6.843,0.416,85.39,0,4,Sad
Infinite Sustain,Infinite Sustain,Amaranth Cove,5AciiCKJKTLKRrAPSrKQy5,2019-10-04,57,149000,0.529,0.8,0.214,0.907,0.109,0.0903,-19.268,0.0315,124.069,6,4,Calm
Ingénue,Ingénue,Eline Moss,6mgKP4yo57GTSMc3fJlyWm,2019-11-18,55,158176,0.283,0.993,0.122,0.905,0.0927,0.112,-23.074,0.0285,83.746,9,4,Calm
Inside Of You,Every Man For Himself (Red Package),Hoobastank,6okaxit4V1bU6yIVVsP836,2006-01-01,0,188800,0.435,0.000203,0.884,0,0.0876,0.82,-3.468,0.0392,201.773,2,4,Energetic
Inside the Fire,Disturbed,Disturbed,1xHcapGIorRGVlBnWE7X4N,2010-04-26,12,231573,0.463,0.000233,0.962,0.109,0.0906,0.66,-6.43,0.0704,94.003,7,4,Energetic
Inside*,Inside*,Ton Snijders,3GuzB4BEWq3bhZM8YydysZ,2020-06-12,8,106573,0.266,0.99,0.0028,0.889,0.0933,0.151,-33.729,0.0493,132.581,7,4,Calm
Insomnia - King Topher Remix,Insomnia (King Topher Remix),Daya,52Y5nYBQgqawttJxxtUv1e,2019-05-17,68,176097,0.733,0.0107,0.718,0.0102,0.33,0.206,-7.149,0.0376,122.993,4,4,Energetic
Intermezzo No. 1 in E Minor,Intermezzo No. 1 in E Minor,Manuel Ponce,1HTYYXCKpMWiHRd7qIb6ui,2014,7,174013,0.31,0.995,0.0987,0.86,0.714,0.0558,-25.408,0.0444,106.205,4,1,Calm
Into Black,Blouse,Blouse,5d8pKJxoDlYX2SoFR6RCsm,2011-10-31,47,208237,0.705,0.463,0.681,0.839,0.123,0.707,-8.278,0.0258,114.003,9,4,Sad
IOU,Shelter,Olivia Chaney,566x9tfHqcnSM2LgxdIjR8,2018-06-15,39,243026,0.509,0.88,0.289,0.0036,0.111,0.156,-8.3,0.0286,158.799,4,3,Calm
Is It Just Me? (feat. JP Cooper),Is It Just Me?,Emily Burns,754zNJgoWQaGETFzSYVlmC,2020-12-04,68,203300,0.478,0.688,0.339,0,0.104,0.288,-7.355,0.0544,145.441,4,4,Sad
Isonoe,GLIESE,Job Roggeveen,4sP8BZIZKGVq6jHOSPF17A,2020-02-28,23,159045,0.365,0.983,0.119,0.919,0.112,0.249,-20.962,0.0405,147.573,7,4,Calm
It Takes Me Back,Hopeless Romantics,Emmrose,07FUh3cxCPNQFIIp8aSWCy,2020-03-20,41,142200,0.487,0.902,0.111,0.000107,0.35,0.179,-11.608,0.0356,87.161,5,4,Sad
It's Getting Better,Mama's Big Ones',Cass Elliot,5nDO6RKw3fknnoN6VjcmXN,1973-01-01,0,177226,0.561,0.337,0.441,1.53E-05,0.0568,0.843,-10.201,0.0284,133.891,2,4,Happy
It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),Built From Scratch,X-Ecutioners,6Xb5klX1nnSUxoh2AyZd54,2002-02-26,40,248573,0.674,0.00165,0.89,0.0136,0.0465,0.9,-3.953,0.274,104.862,8,4,Energetic
It's My Fault,It's My Fault,Lolo Zouaï,3QP17SZh39ZVczQnopq9BE,2020-04-24,54,195986,0.647,0.815,0.235,1.78E-05,0.233,0.0382,-10.123,0.0389,129.85,8,4,Sad
Jealous,Jealous,Labrinth,4L2K7JKseFCBoHMZEAszW0,2014-11-21,79,287693,0.435,0.873,0.155,0,0.107,0.0935,-8.948,0.046,128.532,1,3,Sad
"John Wayne Gacy, Jr.",Illinois,Sufjan Stevens,2gFBh7NnEfSeBoZZDB5d2C,2005-07-05,50,199920,0.463,0.917,0.179,1.73E-05,0.12,0.183,-14.852,0.0402,80.747,0,4,Sad
Juliens Journey,Juliens Journey,Reinhard Vanbergen,0DVw5GHPCUImZ8VmRdlbmx,2020-05-29,33,219213,0.578,0.994,0.0154,0.945,0.0799,0.244,-24.126,0.0987,123.953,2,3,Calm
Juma Mountain,The Following Mountain,Sam Amidon,2i9lTmLLekACc4KBW06Flk,2017-05-12,38,218213,0.48,0.775,0.471,0.602,0.286,0.245,-12.448,0.0358,162.1,11,4,Calm
Jupiter 4,Jupiter 4,Sharon Van Etten,64BirkPW9F4XgzoLAiOBCP,2018-11-27,39,314080,0.475,0.0168,0.498,0.492,0.137,0.0592,-10.609,0.0303,88.882,10,4,Sad
Just Can't Get Enough - Live in Hammersmith,Love In Itself.2 and Live Tracks,Depeche Mode,5LAdBsIfjzAsusjc6WSLmH,1983-01-01,56,335466,0.653,0.0082,0.975,0.5,0.678,0.911,-9.071,0.0409,126.919,0,4,Happy
Just Look at You,432 Water Crystals,369,62X7ld1sa8RHl4zRtSvfHf,2020-02-21,59,187385,0.558,0.985,0.249,0.925,0.103,0.111,-14.715,0.0303,94.991,7,4,Calm
Just the Two of Us (feat. Bill Withers),Anthology,"Grover Washington, Jr.",1ko2lVN0vKGUl9zrU0qSlT,1985,70,237106,0.803,0.576,0.488,0.0609,0.0763,0.624,-9.303,0.0803,95.771,1,4,Happy
K.,K.,Rosie Carney,6vG1pcmNGdG6Vu62I9nLGL,2018-01-05,58,269000,0.348,0.962,0.226,0.00483,0.135,0.173,-10.918,0.0386,129.251,3,3,Sad
Kangaroo (Remastered),It'll End In Tears (Remastered),This Mortal Coil,1HdIqEOl9MxoJNsz33VOvW,1984,47,209093,0.19,0.768,0.167,0.164,0.126,0.0491,-11.298,0.0291,169.636,3,4,Sad
Kaolnite,Kaolnite,Burgundy Skies,4fItBSHKBcgKWixN1Idie5,2019-03-15,50,180689,0.247,0.622,0.231,0.87,0.0878,0.0485,-19.639,0.0328,174.014,1,4,Calm
Keep Going,Keep Going,Mark Milan,4Hhup3YZfajcC7O0DNbwCq,2019-12-20,31,200527,0.385,0.994,0.305,0.949,0.109,0.172,-12.044,0.0466,74.024,3,4,Calm
Kids In The Dark,Kids In The Dark,Bat For Lashes,2dqq3YMX6nlJKXhrjY5W4J,2019-06-10,35,208613,0.47,0.524,0.526,0.00557,0.0856,0.257,-10.987,0.0307,138.978,1,4,Sad
Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,59WN2psjkt1tyaxjspN8fp,1992,78,313573,0.466,0.0266,0.833,0,0.0327,0.661,-4.215,0.304,88.785,7,4,Energetic
Kinky Living,Clockdust,Rustin Man,4eMoWR7Lughvru6Rn97uPi,2020-03-20,19,285000,0.526,0.709,0.493,0.606,0.0993,0.574,-9.728,0.0428,154.071,2,4,Sad
Kinky Love,Flesh Balloon,Pale Saints,3Uz3K1Ctq6MOIDqRddKHXo,1991-06-24,46,244240,0.376,0.133,0.277,0,0.0643,0.309,-18.291,0.0357,178.814,1,4,Sad
Kiss,Parade - Music from the Motion Picture Under the Cherry Moon,Prince,62LJFaYihsdVrrkgUOJC05,1986-03-31,73,226240,0.898,0.0135,0.271,0.00138,0.0461,0.742,-12.238,0.091,111.485,7,4,Happy
Kiss On My List - Remastered,Hall & Oates,Daryl Hall & John Oates,3Jrf9MHZZWx3cXBeMkZWUu,2006-05-15,37,261200,0.806,0.138,0.847,0.00157,0.067,0.97,-4.47,0.0319,121.718,0,4,Happy
Kiss You All Over - Single Edit,Kiss You All Over,Isaac Elton,1wHkIswzW9zGCOLDBYbHFL,2017-10-03,47,240383,0.696,0.0578,0.824,8.56E-06,0.158,0.667,-5.67,0.0538,126.023,0,4,Energetic
Kite,Kite,YuMe,6a8U8DihiuewRpRQ2OOCVU,2020-02-07,35,110714,0.534,0.973,0.019,0.896,0.108,0.157,-26.071,0.0413,115.917,7,4,Calm
Klangfall - Piano Version,Klangfall (Piano Version),Joep Beving,4pWowM3xMkRYgHsIJDf61f,2020-01-17,42,353007,0.394,0.993,0.0807,0.944,0.0964,0.0394,-25.987,0.0318,124.904,0,4,Calm
La Luz,Chapter I,City of the Sun,6iQ6AKHlGjQTrpZIqfOtyK,2019-11-15,49,303120,0.559,0.0463,0.441,0.763,0.115,0.389,-13.862,0.0398,94.014,7,4,Calm
Last Time,Last Time,Johnning,7v3tuzPub1Qd490tiVddwF,2020-05-15,54,202480,0.628,0.111,0.587,0,0.156,0.4,-5.195,0.0441,140.01,7,4,Sad
Late in the Evening,One-Trick Pony,Paul Simon,2h23bjG8B3bcD47HBu6bHG,1980-08-01,60,242706,0.72,0.199,0.88,0.0246,0.0865,0.961,-8.988,0.0406,118.623,5,4,Happy
Laugavegur,Laugavegur,Dreyma,4nZSgFwgYUOyWcBX61JY6j,2018-10-09,56,188795,0.515,0.54,0.408,0.769,0.0916,0.308,-12.688,0.0385,115.002,7,4,Calm
Lay Your Head On Me (feat. Marcus Mumford),Lay Your Head On Me (feat. Marcus Mumford),Major Lazer,0oB9964bp22Bmok0Dmxlzb,2020-03-26,61,199895,0.658,0.0471,0.765,1.02E-05,0.0936,0.222,-7.002,0.0469,119.974,11,4,Happy
Lean on Me,Lean on Me: The Best of Bill Withers,Bill Withers,5zCJvrT3C7cIfHsR5iG95l,1994-08-09,53,257532,0.614,0.813,0.235,5.68E-06,0.161,0.413,-11.8,0.0537,75.178,0,4,Happy
Learn To Let Go,Learn To Let Go,St. Lundi,139rcVdF6LMk1t7Cyex2uo,2020-07-03,54,210094,0.473,0.62,0.309,0,0.152,0.316,-9.086,0.0332,135.791,11,4,Sad
Let Go - Castor Troy Remix,Let Go - Single (Castor Troy Remix),Finding Hope,2zgvSoXAuPlNfGwgGBUCI5,2016-10-14,31,256000,0.661,0.0295,0.778,0.000235,0.0822,0.672,-5.689,0.141,165.132,6,4,Energetic
Let It Go,Chaos And The Calm,James Bay,13HVjjWUZFaWilh2QUJKsP,2014-12-15,73,260533,0.546,0.818,0.311,1.65E-05,0.107,0.246,-10.396,0.0288,147.464,1,4,Sad
Let It Out,Xy Chelsea (Original Soundtrack),Jehnny Beth,72rHjyz3i7K90Hk1eF1f0c,2019-06-07,38,213173,0.596,0.381,0.528,0.859,0.205,0.15,-12.481,0.0289,117.041,2,4,Sad
Let Me Love You Like A Woman,Let Me Love You Like A Woman,Lana Del Rey,4HvE2E9rXJDcQhE4YfeNuG,2020-10-16,50,200661,0.403,0.969,0.245,4.74E-05,0.119,0.148,-11.862,0.0569,128.333,0,4,Sad
Let's Go (feat. Bodhi Jones),Let's Go (feat. Bodhi Jones),Balki,4ebyfo628u0wULadqN6We1,2017-09-15,33,205714,0.694,0.0243,0.689,1.37E-05,0.127,0.468,-6.641,0.344,164.068,0,4,Energetic
Let's Go Crazy,Purple Rain,Prince,0QeI79sp1vS8L3JgpEO7mD,1984-06-25,63,280000,0.309,0.0192,0.93,0.0022,0.106,0.376,-6.399,0.125,195.815,11,4,Happy
lie to me,lie to me,Tate McRae,4f9IfFvBFm7Gsf1IVEudyf,2020-10-14,72,177440,0.642,0.0151,0.392,0,0.352,0.0479,-7.846,0.0372,138.065,4,4,Sad
Lift Me Up (feat. Carla Monroe),Lift Me Up (feat. Carla Monroe),Oliver Heldens,0vK80mtYypq4dAwQelZ2Dh,2019-11-15,65,177120,0.579,0.0426,0.784,0.0235,0.317,0.562,-4.686,0.0659,125.122,5,4,Energetic
Light Year,Light Year,Evan Michael Brown,1C2JiKNMjv8FaZlrgwObBJ,2019-07-28,51,234000,0.301,0.99,0.189,0.893,0.106,0.0379,-16.072,0.0351,139.894,9,4,Calm
Light Years,Light Years,The National,0dcKsPZVWa64MvnoCes49q,2019-04-04,0,213373,0.544,0.95,0.316,0.7,0.0978,0.173,-11.666,0.0307,124.989,4,4,Sad
Lights Go Down,Lights Go Down,Mike Candys,2shD8wlebq8fDg6ChqOPkC,2019-10-18,57,155520,0.741,0.00254,0.812,0.104,0.301,0.146,-5.356,0.039,124.991,1,4,Energetic
Lightspeed,Lightspeed,Space Race,04OIne9TBlsqd5Hbwgxm3h,2018-01-23,33,180000,0.67,0.000756,0.977,0.314,0.245,0.543,-2.399,0.144,159.944,5,4,Energetic
Like The First Time - House Mix,Like The First Time,Isaac Elton,5ABnK6bOqbsIRVsrc1UBOt,2018-02-01,50,209000,0.775,0.00481,0.876,0.0536,0.661,0.797,-9.58,0.0383,123.979,0,4,Energetic
Like The Way I Do,Greatest Hits - The Road Less Traveled,Melissa Etheridge,38TXeCvUUqf3PeoPvnERV6,2005,0,324760,0.591,0.0213,0.931,0,0.122,0.673,-4.84,0.0557,101.551,2,4,Happy
Like We Do,Like We Do,Fedde Le Grand,1Qf07UNBIu1XolBnl7XTi8,2019-05-13,48,161992,0.614,0.0125,0.96,0.687,0.366,0.0392,-5.081,0.0465,128.019,2,4,Energetic
Limitless,Limitless,Lucas Delphy,5QGNwI8U3o9mQg7RR3yOPj,2019-10-31,54,165685,0.238,0.404,0.191,0.888,0.107,0.0365,-20.242,0.0351,140.282,7,4,Calm
Linger,Linger,No Vacation,7zWQ9qz0vAK75QBTGLZ0Wb,2019-04-01,40,262375,0.54,0.0122,0.574,0.000658,0.226,0.225,-7.006,0.0232,94.975,7,4,Sad
Listen to the Music,Toulouse Street,The Doobie Brothers,7Ar4G7Ci11gpt6sfH9Cgz5,1972,77,227266,0.645,0.221,0.598,3.53E-06,0.0721,0.913,-13.18,0.0335,105.929,1,4,Happy
Listening,In Love and Death,The Used,528rajP3OyhornDwrsQrt4,2004-09-27,40,166226,0.475,0.000121,0.907,0,0.034,0.408,-5.064,0.0941,92.578,0,4,Energetic
Litost,Litost,Minxz,0bMcjygjhkTVB8T4r3xCde,2019-04-26,22,152456,0.383,0.988,0.101,0.919,0.102,0.242,-18.306,0.0427,119.709,0,3,Calm
Little Lion Man,Sigh No More (Benelux Edition),Mumford & Sons,1QTixxvaGxwe6GF8PBwAve,2012-11-16,46,247000,0.515,0.0244,0.496,7.24E-06,0.0895,0.442,-8.018,0.0275,138.61,5,4,Happy
Little Talks,My Head Is An Animal,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,78,266600,0.457,0.0206,0.757,0,0.146,0.417,-5.177,0.032,102.961,1,4,Happy
Little Things,Sixteen Stone,Bush,29IRVQao62okE22TDamSnm,1994-12-06,0,264293,0.367,0.000229,0.915,0,0.184,0.215,-5.453,0.0682,112.642,7,4,Energetic
Living,Reflection of Youth,EERA,4ytv5Yzyal3LzKyMjRXjse,2017-11-03,31,279826,0.46,0.14,0.59,0.591,0.112,0.212,-9.375,0.0327,118.008,6,4,Sad
"Lola - Live at Providence Civic Center, Providence, RI - September 1979",One for the Road (Live),The Kinks,3JbE6e17yvNdPggjPDrCyO,1980-06-04,53,287333,0.488,0.153,0.777,0.0312,0.825,0.481,-12.658,0.0894,81.437,9,4,Happy
London Thunder,London Thunder,Foals,4gkoh2vAD57fGEITzteaUh,2015-08-24,37,254426,0.489,0.641,0.357,0.333,0.0838,0.0388,-9.745,0.0259,92.009,6,4,Sad
London's Requiem,London's Requiem,Louis Dunford,0TxJGoYx7racCE2idGNN0O,2020-11-06,50,302400,0.448,0.407,0.34,4.44E-06,0.107,0.15,-8.048,0.0337,102.696,11,4,Sad
Loneliness,Loneliness,Birdy,3fZpuY6pfjBeMsrnKMtbXQ,2021-02-12,58,202400,0.595,0.536,0.56,0,0.156,0.483,-7.988,0.0327,131.833,1,4,Calm
Lonely Boy,What's Wrong with This Picture?,Andrew Gold,6wGMLoEqD2k3RBXFHD0yUp,1976,55,264893,0.588,0.0386,0.598,5.83E-05,0.107,0.866,-13.288,0.0296,123.724,9,4,Happy
Long Way Down,Long Way Down (Deluxe),Tom Odell,1uVk6S6Fpkrmji0iTpgKEC,2013-06-24,59,149773,0.367,0.972,0.121,0.0322,0.0871,0.0926,-13.778,0.0335,132.244,6,4,Sad
Lorelei,Treasure,Cocteau Twins,1MwGbyzRmPXWABLIdW8tzG,1984-11-01,53,223573,0.387,0.000158,0.669,0.423,0.166,0.414,-11.187,0.0395,90.995,0,4,Sad
Los Feliz,Los Feliz,Search For Atlantis,0efOqjQkOgWPEZTzAZSB6j,2019-05-27,49,166927,0.575,0.197,0.373,0.898,0.0753,0.123,-11.642,0.0279,74.975,11,4,Calm
Losing You,Human,Aquilo,5aFSzu0b7ccAYjTkbTNTsQ,2014-12-08,50,205859,0.383,0.63,0.446,0,0.0946,0.213,-8.693,0.0382,77.399,0,4,Sad
Lost,Lost,Annelie,7nC2EOpMnpDT2DkvniimSm,2020-06-05,64,161520,0.389,0.972,0.1,0.934,0.113,0.0676,-22.464,0.0358,133.839,10,4,Calm
Lost Boys,Lost Boys,graves,0sdjMnXYPbWiyK1WkjZSDT,2016-09-12,38,222000,0.533,0.00707,0.958,0.0614,0.11,0.295,-3.909,0.0569,160.051,8,4,Energetic
Lost Girls,ROSARIO,S-Type,5eLmW4kTeDJlNrR5Xv0ysF,2014-06-23,0,227314,0.711,0.0241,0.796,0.886,0.0698,0.553,-4.52,0.0578,160.946,8,4,Energetic
Lost In The Waves,Lost In The Waves,Richard Reed Parry,2updvw82OBtehcEIMurec3,2019-05-21,8,393933,0.131,0.887,0.312,0.905,0.1,0.119,-16.775,0.0371,78.828,6,4,Calm
Lost Moon,I Can Feel the Night Around Me,Nightlands,5QlL4Rxjw3MQbx8Xvs75ts,2017-05-05,33,356125,0.448,0.328,0.591,0.708,0.111,0.303,-9.291,0.0327,145.482,0,4,Sad
Love Is A Losing Game,Back To Black,Amy Winehouse,4IMBnBRqm9RALmLrRqfMor,2006-01-01,0,154160,0.48,0.317,0.561,0.00641,0.184,0.541,-5.874,0.027,164.791,0,4,Sad
Love Me the Same,Love Me the Same,Dan Caplen,5WO1gmX6aI6kToQggDkolN,2019-01-18,44,201758,0.347,0.788,0.297,0,0.113,0.158,-9.463,0.0487,205.641,5,4,Calm
Love You Twice,Love You Twice,Lilla Vargen,7xWIEXBRkxD30V28lTjVJg,2020-04-24,32,204736,0.497,0.864,0.118,4.13E-05,0.116,0.164,-11.996,0.0318,95.113,7,3,Sad
Loved You Once,Loved You Once,Clara Mae,3LbwR2WcofkDBp4LSgGJh1,2019-06-21,57,148603,0.444,0.655,0.436,0,0.157,0.307,-5.988,0.042,77.724,4,3,Calm
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,2018-04-19,88,200185,0.351,0.934,0.296,0,0.095,0.12,-10.109,0.0333,115.284,4,4,Sad
Lovely Day,Lean on Me: The Best of Bill Withers,Bill Withers,0ACACkoHUwgfgY5CxVIL4N,1994-08-09,67,255066,0.693,0.194,0.565,0.000175,0.0806,0.692,-12.583,0.0345,97.937,9,4,Happy
loyal,Loyal,Jasmine Thompson,3xYCHCokOiH0OjtkCZaEAq,2019-02-15,28,226570,0.452,0.41,0.401,9.84E-06,0.127,0.106,-6.67,0.0594,67.482,8,3,Calm
Lunar Eclipse,Lunar Eclipse,Marc Torch,0n2X57zaddr0ODIxUb64Sx,2020-05-22,50,156473,0.632,0.224,0.469,0.854,0.0902,0.316,-10.513,0.0307,128,11,4,Calm
"Ma mère l'oye, M.60 - For Piano Duet, M.60: 1. Pavane de la Belle au bois dormant",Jeux,Arthur Jussen,534nbCFk48DR1UQt2XlxSx,2013-01-01,29,82880,0.517,0.995,0.0145,0.884,0.0719,0.549,-42.018,0.0615,62.122,0,4,Calm
Machinehead,Bush Digital Collection,Bush,1iTzI4NSQNLIETWDJ1WNWi,2005,0,256360,0.15,4.24E-05,0.875,0.00103,0.0957,0.156,-7.27,0.0975,169.806,9,3,Energetic
Mad About You,The Magnificent Tree,Hooverphonic,5drK2kTE2mrUdV33iHWyrx,2000,62,223733,0.465,0.00109,0.844,0.399,0.0865,0.155,-4.352,0.0379,170.358,1,4,Happy
Make Believe,Make Believe,Quintino,56oqWZUaA8ZmHQCH3lCRI3,2019-08-09,59,194531,0.587,0.03,0.882,0.116,0.195,0.0653,-5.838,0.0427,127.97,0,4,Energetic
Make It Holy,If I Was (Deluxe Edition),The Staves,6aIDKjD8xOEEd6xcNnINw2,2014-10-20,42,273546,0.564,0.869,0.255,3.99E-05,0.135,0.215,-12.982,0.0318,133.075,5,4,Calm
Make Someone Happy,As Time Goes By: The Best Of Jimmy Durante,Jimmy Durante,1tiiE56SgAXuPqBk20hQw4,1993-10-01,40,111986,0.348,0.636,0.2,0,0.124,0.421,-13.727,0.0474,169.821,5,3,Happy
Malibu,Malibu,Matthew Harvey,3RlwtjeKhemCfiPvwMFozS,2019-08-14,50,150405,0.435,0.977,0.154,0.85,0.0728,0.0799,-21.451,0.0367,148.1,6,4,Calm
Marbles,The First Tindersticks Album,Tindersticks,4iVWQTuwKG4JKtGOjx6T9V,1993-10-11,40,269866,0.49,0.0934,0.521,0.862,0.266,0.148,-9.601,0.0295,107.778,2,4,Sad
May I Have This Dance,May I Have This Dance,Meadowlark,3YToI74MpP1RN2b2VYlhMQ,2017-10-06,45,211316,0.51,0.89,0.187,0,0.0897,0.369,-12.12,0.0338,87.782,1,4,Calm
Me and Julio Down by the Schoolyard,Paul Simon,Paul Simon,6vxHp3CDNo0afgKGp2yi1E,1972-01-14,73,164813,0.626,0.237,0.816,1.8E-06,0.104,0.798,-10.593,0.13,105.33,9,4,Happy
Melancholé,Melancholé,Biba Dupont,3SdkYA8frHe3BMZsPVPrRq,2020-06-26,34,149647,0.369,0.996,0.0283,0.941,0.101,0.119,-25.76,0.0399,83.391,2,4,Calm
mellow,sleep escape,cloudcrush,1yJXNOEP2bq1N1691n37oS,2020-05-20,48,144434,0.609,0.985,0.157,0.792,0.112,0.0698,-15.792,0.0322,111.966,0,4,Calm
Mercy - Live,Retrospective,Hilary Hahn,4BntWROKZB5E0Y0K3LoHSQ,2018-01-19,0,326146,0.211,0.916,0.0838,0.41,0.102,0.0404,-20.882,0.0398,90.249,10,4,Calm
Message In A Bottle - Remastered 2003,Reggatta De Blanc (Remastered),The Police,3bN4tg6rnNPy9GCkGhym4T,1979-10-02,1,290280,0.577,0.0338,0.808,1.33E-05,0.221,0.869,-7.04,0.039,151.008,1,4,Happy
Miami,Circadian,Anki,0qCuGUInnAmylo0Z1Ofcs2,2017-01-06,32,222216,0.695,0.102,0.945,0.00265,0.0495,0.915,-1.645,0.304,164.952,10,4,Energetic
Middle Names,Ape in Pink Marble,Devendra Banhart,4ewGoo3c885Ipyn57KlPV3,2016-09-23,45,208773,0.681,0.977,0.175,0.481,0.0878,0.349,-15.595,0.0402,110.011,1,4,Calm
Midnight Sun,Midnight Sun,Nicky Romero,6qTP59Amjny78Qd8zayuNW,2019-05-10,57,145039,0.614,0.0574,0.98,2.51E-05,0.086,0.179,-3.61,0.199,127.062,3,4,Energetic
Mil Sonidos,Mil Sonidos,Reina del Mar,11oVQ68B4PnVQHIY6svpXg,2019-10-11,59,192000,0.221,0.958,0.183,0.821,0.102,0.057,-17.59,0.0362,117.321,6,4,Calm
Mind-wanders,Journey to the unknown,Patrick Hamilton,4sYNRSlV9pGInYcbsC18Jz,2020-07-10,32,207500,0.312,0.959,0.0185,0.901,0.111,0.147,-25.607,0.0437,176.972,9,4,Calm
Mindfulness,Mindfulness,Amoll,3EQPb4sdkNPCHb6AMyUTXj,2019-12-13,29,207554,0.692,0.992,0.00643,0.847,0.0452,0.16,-34.388,0.0553,105.987,9,4,Calm
Minus,Minus,Daniel Blumberg,5Z8onMr6EW2eNDamrDoWi5,2018-03-15,0,342493,0.244,0.501,0.254,0.0458,0.105,0.0909,-12.966,0.0296,81.049,7,4,Sad
Miso Soup,"Sushi, Friends & Everything Awesome",YULTRON,2YDrIxMicMT7n4UQxbrWBh,2016-05-13,30,204000,0.39,0.00763,0.958,0.00276,0.228,0.12,-2.303,0.291,160.244,0,4,Energetic
Miss You - Remastered,Some Girls (Deluxe Version),The Rolling Stones,5pTWpY8l7B1XcQnijEFGFj,1978-06-09,53,288666,0.795,0.443,0.71,0.0215,0.344,0.845,-4.746,0.0392,109.689,9,4,Happy
Misty Mornings,Misty Mornings,Wilson Trouvé,5FXnCOAkMUAf4QIS56MRQL,2020-01-10,30,225700,0.522,0.981,0.0781,0.927,0.361,0.0796,-24.89,0.0424,107.038,10,4,Calm
Momentum,Momentum,Monocle Twins,7Ln0DgKSrDG0ALbtNwGeml,2020-04-08,52,178741,0.636,0.891,0.248,0.922,0.106,0.138,-17.313,0.0309,117.006,4,3,Calm
Montana,Montana,Le Verne,1EyctTkkGJVS3UYTuy8YZM,2019-05-13,49,133645,0.435,0.913,0.0595,0.882,0.104,0.0898,-17.456,0.0435,115.929,2,4,Calm
Monumental,Monumental,Antuigo,6CKu6K0xvozAgFlQq44Z56,2020-01-28,56,195057,0.491,0.916,0.217,0.962,0.177,0.0647,-6.805,0.0521,99.97,4,4,Calm
Morning Shimmer,Morning Shimmer,Vochey,24PDuLZfLOKtAgh4axr36e,2020-05-13,49,218880,0.449,0.58,0.163,0.908,0.114,0.0501,-16.409,0.0361,125.088,11,4,Calm
Moulain (Revisited 432hz),Moulain (Revisited 432hz),Steven Vrancken,0zNqfg3MpUGku4T6h2Pmab,2020-07-24,30,143000,0.424,0.972,0.323,0.904,0.103,0.436,-27.586,0.0287,133.382,9,1,Calm
